project_id,project_name,project_name_en,list_type,category,label_likely_relevant_rows,label_needs_review_rows,label_low_relevance_rows,auto_label_likely_relevant_rows,auto_label_needs_review_rows,auto_label_low_relevance_rows,manual_reviewed_rows,manual_related_rows,manual_uncertain_rows,manual_unrelated_rows,manual_changed_rows,raw_unique_videos,raw_total_play,raw_median_play,raw_mean_play,raw_p75_play,raw_p90_play,raw_p95_play,raw_p99_play,raw_max_play,raw_videos_ge_1k,raw_videos_ge_10k,raw_videos_ge_100k,raw_videos_ge_1m,raw_zero_play_videos,raw_total_digg,raw_total_comment,raw_total_share,raw_max_digg,raw_max_comment,raw_max_share,raw_top_video_id,raw_top_video_url,raw_top_video_desc,likely_unique_videos,likely_total_play,likely_median_play,likely_mean_play,likely_p75_play,likely_p90_play,likely_p95_play,likely_p99_play,likely_max_play,likely_videos_ge_1k,likely_videos_ge_10k,likely_videos_ge_100k,likely_videos_ge_1m,likely_zero_play_videos,likely_total_digg,likely_total_comment,likely_total_share,likely_max_digg,likely_max_comment,likely_max_share,likely_top_video_id,likely_top_video_url,likely_top_video_desc,inclusive_unique_videos,inclusive_total_play,inclusive_median_play,inclusive_mean_play,inclusive_p75_play,inclusive_p90_play,inclusive_p95_play,inclusive_p99_play,inclusive_max_play,inclusive_videos_ge_1k,inclusive_videos_ge_10k,inclusive_videos_ge_100k,inclusive_videos_ge_1m,inclusive_zero_play_videos,inclusive_total_digg,inclusive_total_comment,inclusive_total_share,inclusive_max_digg,inclusive_max_comment,inclusive_max_share,inclusive_top_video_id,inclusive_top_video_url,inclusive_top_video_desc,low_unique_videos,low_total_play,low_median_play,low_mean_play,low_p75_play,low_p90_play,low_p95_play,low_p99_play,low_max_play,low_videos_ge_1k,low_videos_ge_10k,low_videos_ge_100k,low_videos_ge_1m,low_zero_play_videos,low_total_digg,low_total_comment,low_total_share,low_max_digg,low_max_comment,low_max_share,low_top_video_id,low_top_video_url,low_top_video_desc,likely_video_ratio,inclusive_video_ratio,low_relevance_video_ratio,likely_play_ratio,inclusive_play_ratio,low_relevance_play_ratio,reach_noise_risk,raw_reach_tier,raw_reach_score,likely_reach_tier,likely_reach_score,inclusive_reach_tier,inclusive_reach_score,reach_tier_changed_after_relevance_filter,raw_to_likely_tier_delta
29,藏戏,Xizang opera,RL,表演艺术(戏曲),164,98,400,167,101,394,12,0,0,12,6,651,426305888,14600,654848,216300,1100000,3200000,13600000,29500000,496,354,216,70,0,27466677,275958,2347775,2800000,33800,581500,7618553054584917261,https://www.tiktok.com/@laranaa8/video/7618553054584917261,,159,1731170,1659,10888,8116,23940,70180,109336,200800,91,33,2,0,0,104819,2183,5627,14600,151,1754,7571090782103276808,https://www.tiktok.com/@theroyalfamilyofbhutan/video/7571090782103276808,"Ashi Yeatso Lhamo, wife of His Royal Highness Gyaltsab Jigme Dorji Wangchuck and elder sister of Her Majesty The Gyaltsuen 💛🐉🇧🇹🙇‍♀️💐 #royalfamily #royalfamilyofbhutan #ashiyeatsholhamo #globalpeaceprayer",252,36186921,2183,143599,17450,213670,888985,3000000,4300000,152,78,32,10,0,3048732,36710,274440,445500,7294,88500,7477237711829486870,https://www.tiktok.com/@earth2mars/video/7477237711829486870,#བོད་པ་ཡིན་པའི་སོད་ནམས་ཆེན་ #tibetansong💙show_some_love🌸 #康巴汉子舞蹈#khamdance ,399,390118967,67200,977742,407150,1600000,5170000,18914000,29500000,344,276,184,60,0,24417945,239248,2073335,2800000,33800,581500,7618553054584917261,https://www.tiktok.com/@laranaa8/video/7618553054584917261,,0.2442,0.3871,0.6129,0.0041,0.0849,0.9151,high,middle_40_70pct_reach,7.024815,bottom_10pct_reach,4.987861,lower_70_90pct_reach,6.206151,True,-2
30,玛纳斯,Manas,RL,口头传统/史诗,90,82,254,90,82,254,1,0,0,1,0,425,421670719,78300,992166,431400,2500000,4360000,17508000,27500000,373,313,199,76,0,37633962,344256,3586563,4100000,51300,491400,7538107186161995038,https://www.tiktok.com/@michaelcj.official/video/7538107186161995038,When Cai Jun Dances Like MJ – Coolness Defined in Every Glide#caijun #michaeljacksoncaijun#michael #mj #dance #moonwalk #theydontcareaboutus ,89,101345094,24800,1138709,382200,3340000,4940000,11852000,24700000,67,48,33,20,0,10072159,56823,815400,2800000,14800,424400,7604472694184185102,https://www.tiktok.com/@manaspalaparti/video/7604472694184185102,"please ignore the ugly grandma bun        ok so quick update lol, my main talking point in this was my dress, not my terrible hair or my lack of makeup. this was filmed close to 3:21 AM after the event was over—so natura",171,121859851,47300,712631,279350,1500000,4050000,9750000,24700000,141,112,64,26,0,12188111,79168,1053663,2800000,14800,424400,7604472694184185102,https://www.tiktok.com/@manaspalaparti/video/7604472694184185102,"please ignore the ugly grandma bun        ok so quick update lol, my main talking point in this was my dress, not my terrible hair or my lack of makeup. this was filmed close to 3:21 AM after the event was over—so natura",254,299810868,127100,1180358,568950,2670000,4610000,20509000,27500000,232,201,135,50,0,25445851,265088,2532900,4100000,51300,491400,7538107186161995038,https://www.tiktok.com/@michaelcj.official/video/7538107186161995038,When Cai Jun Dances Like MJ – Coolness Defined in Every Glide#caijun #michaeljacksoncaijun#michael #mj #dance #moonwalk #theydontcareaboutus ,0.2094,0.4024,0.5976,0.2403,0.289,0.711,high,middle_40_70pct_reach,7.060531,high_20_40pct_reach,6.776523,high_20_40pct_reach,6.802491,True,1
31,蒙古族呼麦,"Mongolian art of singing, Khoomei",RL,表演艺术(音乐),166,138,387,167,141,383,9,3,0,6,7,668,1042441489,97950,1560541,764125,3700000,6900000,27329000,81000000,582,473,332,145,0,97404604,783522,12777786,5100000,35800,1200000,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,162,320266425,63150,1976953,688525,3700000,7050000,40602000,81000000,141,109,77,30,0,25257079,168862,2829707,3500000,17300,571400,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,293,555775344,119500,1896844,971300,4380000,9600000,27628000,81000000,264,210,152,70,0,45799721,361276,4923639,3500000,27200,571400,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,382,500589873,75650,1310445,699100,2980000,5965000,25608000,48400000,325,269,184,77,0,52455142,428106,7971425,5100000,35800,1200000,7641989538625244423,https://www.tiktok.com/@mochalatteeeee_j/video/7641989538625244423,"belated and advance happy bday to us, my homies!🥳 #fyp #birthday #friends ",0.2425,0.4386,0.5719,0.3072,0.5331,0.4802,medium,top_20pct_reach,7.383857,top_20pct_reach,7.144702,top_20pct_reach,7.304676,False,0
32,花儿,Hua'er,RL,表演艺术(民歌),53,33,376,56,35,371,10,0,0,10,5,462,326138698,16950,705928,260450,1480000,3485000,12412000,20700000,356,260,163,60,1,30950327,293766,3555082,3000000,81600,1100000,7587698504424852749,https://www.tiktok.com/@bob485518/video/7587698504424852749,what did i do to bro 😭,53,71167,294,1343,959,5851,7691,8903,9629,13,0,0,0,0,3154,271,524,938,112,113,7649013595753172242,https://www.tiktok.com/@lin_cen_ling/video/7649013595753172242,歌曲：花儿开花儿落 #歌曲花儿开花儿落 #花儿开花儿落 #神级现场 #Chinesesongs #bestchinesesongs ,86,8129810,933,94533,8325,167600,839100,1160000,1500000,42,20,10,4,0,558558,4499,31782,204100,1079,10200,7492136204872191287,https://www.tiktok.com/@itsmatthewli/video/7492136204872191287,"好喜欢你啊 Chongqing, when can I go back to play again #chinese #asian #china #中国 #中文 #爱情故事 #重庆 #chongqing ",376,318008888,40700,845768,382025,2050000,4600000,13900000,20700000,314,240,153,56,1,30391769,289267,3523300,3000000,81600,1100000,7587698504424852749,https://www.tiktok.com/@bob485518/video/7587698504424852749,what did i do to bro 😭,0.1147,0.1861,0.8139,0.0002,0.0249,0.9751,high,lower_70_90pct_reach,6.95414,bottom_10pct_reach,3.855139,lower_70_90pct_reach,5.831221,True,-1
33,中国朝鲜族农乐舞,Farmers' dance of China's Korean ethnic group,RL,表演艺术(舞蹈),85,61,535,88,64,529,11,0,0,11,6,679,314728435,27700,463518,145800,655540,1800000,5500000,64800000,557,410,204,49,0,28026687,416365,6227638,7700000,135700,3500000,7625496809963621654,https://www.tiktok.com/@shunlinainai2/video/7625496809963621654,#过上了好日子红红火火 #过上了好日子 #农村人的快乐生活 #农村人爱唱歌 ,85,2671328,13300,31427,40200,86740,99520,244148,341000,65,45,5,0,0,100012,3035,4267,17000,258,570,7623707906407468306,https://www.tiktok.com/@baannongakin/video/7623707906407468306,รถไฟโทมัสแบบนั่งขับพร้อมราง 🚂🚦 เด็กสามารถนั่งบังคับได้จริง มีเพลงธีมโทมัสแบบออริจินัล เสียงหวีดรถไฟ และมีไฟกะพริบ สมจริง! #ของเล่นเสริมพัฒนาการ #ของเล่นเด็ก #ของเล่น #รถไฟ #รีวิวของเล่น ,144,7862306,14900,54599,59050,118170,203325,553318,1000000,116,82,20,1,0,267248,9645,17185,36900,1149,1867,7561271158096645407,https://www.tiktok.com/@realbeijinger/video/7561271158096645407,幸亏毛泽东死的早 不然中国变成北朝鲜#毛泽东 #中共 #李锐 #chinese ,535,306866129,34100,573582,225100,866600,2030000,6292000,64800000,441,328,184,48,0,27759439,406720,6210453,7700000,135700,3500000,7625496809963621654,https://www.tiktok.com/@shunlinainai2/video/7625496809963621654,#过上了好日子红红火火 #过上了好日子 #农村人的快乐生活 #农村人爱唱歌 ,0.1252,0.2121,0.7879,0.0085,0.025,0.975,high,lower_70_90pct_reach,6.957113,lower_70_90pct_reach,5.182991,bottom_10pct_reach,5.603532,False,0
34,中国书法,Chinese calligraphy,RL,传统手工艺/视觉艺术,408,68,228,408,68,228,0,0,0,0,0,689,1134619032,81200,1646762,832400,3500000,8600000,27768000,67300000,613,483,327,152,0,56533530,568497,4448986,2800000,37500,391200,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,402,842210064,70050,2095050,842675,4580000,11285000,38058000,67300000,352,276,183,90,0,39437765,400587,2426406,2800000,32800,344300,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,461,891454848,69400,1933742,837200,3900000,10000000,35580000,67300000,405,321,207,102,0,42185832,425743,2588081,2800000,32800,344300,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,228,243164184,126600,1066510,776025,2760000,4965000,13368000,19700000,208,162,120,50,0,14347698,142754,1860905,1600000,37500,391200,7590099046388321549,https://www.tiktok.com/@dailychallenge0/video/7590099046388321549,funny challenge game #funny #challenge #game ,0.5835,0.6691,0.3309,0.7423,0.7857,0.2143,low,top_20pct_reach,7.413462,top_20pct_reach,7.384358,top_20pct_reach,7.379944,False,0
35,中国篆刻,Art of Chinese seal engraving,RL,传统手工艺,343,30,351,347,32,345,13,1,0,12,8,669,956427162,9907,1429637,158900,1700000,5760000,27824000,156700000,481,334,197,93,0,75710487,418107,13159700,21800000,109500,6100000,7584755757833325879,https://www.tiktok.com/@seal_sealion/video/7584755757833325879,#seal #sealion #fyp ,321,56311812,1138,175426,11100,89100,642700,3380000,19700000,168,85,32,12,0,2199502,21948,78856,1200000,12500,48300,7624096912974564621,https://www.tiktok.com/@craftheritage/video/7624096912974564621,"Longquan Ge Kiln is one of the Five Great Kilns of the Song Dynasty in China, famous for its distinctive crackle glaze (called ""gold thread and iron wire""). known for elegant shapes, subtle grayish-green or bluish tones,",339,70102791,1220,206793,12750,171920,936380,4258000,19700000,181,95,40,17,0,2923903,32943,110149,1200000,12500,48300,7624096912974564621,https://www.tiktok.com/@craftheritage/video/7624096912974564621,"Longquan Ge Kiln is one of the Five Great Kilns of the Song Dynasty in China, famous for its distinctive crackle glaze (called ""gold thread and iron wire""). known for elegant shapes, subtle grayish-green or bluish tones,",330,886324371,80200,2685831,845075,5610000,13425000,41710000,156700000,300,239,157,76,0,72786584,385164,13049551,21800000,109500,6100000,7584755757833325879,https://www.tiktok.com/@seal_sealion/video/7584755757833325879,#seal #sealion #fyp ,0.4798,0.5067,0.4933,0.0589,0.0733,0.9267,high,top_20pct_reach,7.378056,middle_40_70pct_reach,6.356258,middle_40_70pct_reach,6.456187,True,-2
36,中国剪纸,Chinese paper-cut,RL,传统手工艺,325,180,198,325,180,198,1,0,0,1,0,622,706737979,35250,1136235,474725,2490000,6980000,21388000,36500000,492,370,252,112,1,44017504,400599,2545700,5000000,39100,150900,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,300,205339021,6480,684463,116050,863410,3210000,13009000,36500000,213,136,78,29,1,17751403,181146,531823,5000000,39100,69100,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,437,399890083,14500,915080,325000,2140000,5040000,12352000,36500000,327,228,156,69,1,32711564,276684,1360893,5000000,39100,86500,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,185,306847896,107300,1658637,891300,2960000,11260000,24740000,30400000,165,142,96,43,0,11305940,123915,1184807,1200000,20500,150900,7479295047393971487,https://www.tiktok.com/@_vector_/video/7479295047393971487,How to make a spider snowflake,0.4823,0.7026,0.2974,0.2905,0.5658,0.4342,medium,high_20_40pct_reach,7.24536,high_20_40pct_reach,6.888863,top_20pct_reach,7.088578,False,0
37,中国传统木结构建筑营造技艺,Chinese traditional architectural craftsmanship for timber-framed structures,RL,传统手工艺/建筑,301,87,486,305,88,481,13,0,3,10,7,863,672167120,24600,778873,255150,1300000,2890000,14376000,83300000,645,499,301,105,2,39956647,261772,3868479,2900000,18800,1100000,7591831028256296195,https://www.tiktok.com/@ishalcncwoodart_official/video/7591831028256296195,Best CNC router machine for wood carving V #foruyou #treanding #asmr #diycrafts #Craftsmanship ,301,38819861,2689,128970,55900,348900,770700,2100000,3200000,178,119,55,10,2,2197207,16434,138531,356800,1977,29100,7130212114853039406,https://www.tiktok.com/@goldeneaglelogtimber/video/7130212114853039406,"Welcome to the Timber Lake, our hottest trending floor plan! 🔥 Watch the full tour on youtube! Link bio #luxury #timberframe #newhome #homeideas #floorplans #loghouse #cabin #hometour #curbappeal #warmandcozy #woodenhous",380,107051073,4830,281713,78450,471130,1405000,4294000,14300000,239,171,87,23,2,8127882,65786,644597,1700000,18000,192100,7498337886933191943,https://www.tiktok.com/@zg.520/video/7498337886933191943,新中国第一条运河太震撼了#china #大国基建 ,483,565116047,72200,1170013,502550,2160000,4470000,21398000,83300000,406,328,214,82,0,31828765,195986,3223882,2900000,18800,1100000,7591831028256296195,https://www.tiktok.com/@ishalcncwoodart_official/video/7591831028256296195,Best CNC router machine for wood carving V #foruyou #treanding #asmr #diycrafts #Craftsmanship ,0.3488,0.4403,0.5597,0.0578,0.1593,0.8407,high,high_20_40pct_reach,7.183061,middle_40_70pct_reach,6.192428,middle_40_70pct_reach,6.587559,True,-1
38,端午节,Dragon Boat festival,RL,节庆民俗,416,187,226,416,187,226,1,0,0,1,0,792,358198018,7050,452270,137675,672580,1700000,8153000,48300000,540,371,221,64,21,21688219,176416,2382513,2400000,11100,1100000,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,388,111202009,3120,286603,57500,359350,729770,3065000,48300000,226,150,81,16,13,3776676,41628,171578,656100,7551,22100,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,568,215263996,4309,378986,83075,440220,1100000,4832000,48300000,365,239,132,32,18,9236981,92281,488759,1400000,9816,136700,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,224,142934022,32200,638098,375600,1500000,2985000,10239000,16900000,175,132,89,32,3,12451238,84135,1893754,2400000,11100,1100000,7506532829501639944,https://www.tiktok.com/@baby_bear19999/video/7506532829501639944,the silence is too loud #blowthisup #xybca #xybca #blowthisup #fyp #roblox #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #viralvideo #fyp #fyp #fyp #fyp #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #fyp ,0.4899,0.7172,0.2828,0.3104,0.601,0.399,medium,lower_70_90pct_reach,6.946025,high_20_40pct_reach,6.596426,middle_40_70pct_reach,6.780202,True,2
39,妈祖信俗,Mazu belief and customs,RL,民俗信仰,219,16,225,222,18,220,9,0,0,9,5,456,286145813,30200,627513,306300,1200000,2300000,11725000,33600000,354,282,172,55,1,19547814,214164,903039,2100000,31500,187900,7083716709554736385,https://www.tiktok.com/@mazzu777/video/7083716709554736385,허허.🤔 #김준호 #마쭈 #mazzu #cat #추천 #추천떠라 #fyp #comedy #tiktokcomedy #웃긴영상 #틱톡순삭 #viral #xyzbca #이어찍기 @junya1gou,216,46836788,7877,216837,99300,636200,1175000,3210000,4100000,146,104,54,15,0,3176427,48239,111206,275900,13300,26100,7611006409509063956,https://www.tiktok.com/@sury9201/video/7611006409509063956,#douyin抖音 #Mazu #china ,231,51153851,9580,221445,106400,694700,1150000,3120000,4100000,158,115,62,16,1,3487766,53934,130775,275900,13300,26100,7611006409509063956,https://www.tiktok.com/@sury9201/video/7611006409509063956,#douyin抖音 #Mazu #china ,225,234991962,86700,1044409,590700,1760000,5140000,15588000,33600000,196,167,110,39,0,16060048,160230,772264,2100000,31500,187900,7083716709554736385,https://www.tiktok.com/@mazzu777/video/7083716709554736385,허허.🤔 #김준호 #마쭈 #mazzu #cat #추천 #추천떠라 #fyp #comedy #tiktokcomedy #웃긴영상 #틱톡순삭 #viral #xyzbca #이어찍기 @junya1gou,0.4737,0.5066,0.4934,0.1637,0.1788,0.8212,high,lower_70_90pct_reach,6.915483,middle_40_70pct_reach,6.305812,middle_40_70pct_reach,6.321843,True,1
40,中国雕版印刷技艺,China engraved block printing technique,RL,传统手工艺,230,50,415,229,51,415,10,3,1,6,6,679,363578958,12300,535462,129950,916680,2220000,11576000,24400000,527,362,186,65,2,18901980,131632,1569659,2100000,12700,656700,7322759248818081055,https://www.tiktok.com/@explore.china6/video/7322759248818081055,#handcraft #handmade #fyp #learnontiktok #chineseculture ,229,93351113,7747,407647,47600,348380,907880,6128000,24400000,185,103,42,11,1,6404367,35832,124376,1200000,8739,16100,7322759248818081055,https://www.tiktok.com/@explore.china6/video/7322759248818081055,#handcraft #handmade #fyp #learnontiktok #chineseculture ,279,105402086,6652,377785,38650,348380,1110000,5708000,24400000,202,115,48,15,1,6712662,39452,195047,1200000,8739,25800,7322759248818081055,https://www.tiktok.com/@explore.china6/video/7322759248818081055,#handcraft #handmade #fyp #learnontiktok #chineseculture ,400,258176872,26500,645442,267925,1300000,3020000,12244000,21000000,325,247,138,50,1,12189318,92180,1374612,2100000,12700,656700,6980455050179005702,https://www.tiktok.com/@skylineprintworks/video/6980455050179005702,Part 2! #printmaking #arttok #blockprint #jigsawprint #oddlysatisfying #asmr #trusttheprocess,0.3373,0.4109,0.5891,0.2568,0.2899,0.7101,high,lower_70_90pct_reach,6.922095,middle_40_70pct_reach,6.515677,middle_40_70pct_reach,6.570358,True,1
41,昆曲,Kun Qu opera,RL,表演艺术(戏曲),316,56,311,320,58,305,11,0,0,11,6,617,230243040,4943,373165,106900,676520,1600000,8300000,24500000,473,267,160,47,0,17841451,137237,1598185,1800000,16600,818100,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運 ,262,6347962,1544,24229,3963,37850,122255,542558,680000,162,42,15,0,0,599551,4058,25019,90300,416,4154,7617774406609243406,https://www.tiktok.com/@visitbeijing/video/7617774406609243406,"Kunqu Opera—older than Peking opera, slower, more intricate. The kind of singing where a single phrase can stretch into something unexpected. Our host got up and tried to learn a few lines with the performers. It did not",310,13866840,1663,44732,7532,112990,254335,674159,1200000,200,70,32,1,0,1194076,8601,47541,163600,786,5797,7584367831001713950,https://www.tiktok.com/@ronyole1/video/7584367831001713950,#越剧 #弘扬戏曲文化 #fyp #九斤姑娘 ,307,216376200,44200,704808,347050,1600000,3010000,11850000,24500000,273,197,128,46,0,16647375,128636,1550644,1800000,16600,818100,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運 ,0.4246,0.5024,0.4976,0.0276,0.0602,0.9398,high,bottom_10pct_reach,6.796723,lower_70_90pct_reach,5.448381,lower_70_90pct_reach,5.759273,True,1
42,古琴艺术,Guqin and its music,RL,表演艺术(音乐),315,80,165,314,85,161,12,6,0,6,9,487,333838031,51600,685499,406950,1500000,3070000,11412000,38900000,399,309,213,69,0,25141849,255169,2004206,1800000,21800,455800,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork  ,276,106426001,36900,385601,212850,818400,1400000,4800000,20200000,220,172,107,22,0,8796760,69414,407843,1100000,11600,56700,7485060943156694303,https://www.tiktok.com/@mizdramaholic/video/7485060943156694303,The Orchid Pavilion #兰亭序 #Guzheng #古筝 #iguzheng #guzhengmaster ,333,133835279,42600,401908,264300,956720,1500000,4700000,20200000,272,212,134,32,0,10695202,89321,529856,1100000,11600,56700,7485060943156694303,https://www.tiktok.com/@mizdramaholic/video/7485060943156694303,The Orchid Pavilion #兰亭序 #Guzheng #古筝 #iguzheng #guzhengmaster ,154,200002752,104050,1298719,907800,3200000,5435000,13734000,38900000,127,97,79,37,0,14446647,165848,1474350,1800000,21800,455800,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork  ,0.5667,0.6838,0.3162,0.3188,0.4009,0.5991,high,middle_40_70pct_reach,7.004767,high_20_40pct_reach,6.625024,middle_40_70pct_reach,6.680035,True,1
43,新疆维吾尔木卡姆艺术,Uyghur Muqam of Xinjiang,RL,表演艺术(音乐),91,57,383,93,59,379,12,1,0,11,4,519,196603306,44500,378812,225750,794400,1500000,5502000,18000000,442,351,190,38,1,13211081,237524,2836939,2400000,53100,1200000,7589712529983589653,https://www.tiktok.com/@thomastfu/video/7589712529983589653,#童年回忆 ,86,6692744,7233,77823,44125,236150,390100,908965,1000000,64,38,15,1,0,410412,13599,33210,59700,2869,12400,7641792081266035988,https://www.tiktok.com/@fangxiaojieaizhuiju/video/7641792081266035988,萬桐書決心獨自留守邊疆，執心潛心研習收錄木卡姆珍貴樂曲文化#我們愛追劇 #劇分享 #陸劇 #芳小姐愛追劇,139,9933070,7960,71461,61250,199960,323020,876446,1000000,101,66,26,1,0,559092,21557,43863,59700,2869,12400,7641792081266035988,https://www.tiktok.com/@fangxiaojieaizhuiju/video/7641792081266035988,萬桐書決心獨自留守邊疆，執心潛心研習收錄木卡姆珍貴樂曲文化#我們愛追劇 #劇分享 #陸劇 #芳小姐愛追劇,380,186670236,63950,491237,311000,976660,2000000,6099000,18000000,341,285,164,37,1,12651989,215967,2793076,2400000,53100,1200000,7589712529983589653,https://www.tiktok.com/@thomastfu/video/7589712529983589653,#童年回忆 ,0.1657,0.2678,0.7322,0.034,0.0505,0.9495,high,bottom_10pct_reach,6.743547,lower_70_90pct_reach,5.666286,bottom_10pct_reach,5.720346,True,1
44,蒙古族长调民歌,"Urtiin Duu, traditional folk long song",RL,表演艺术(音乐),66,16,543,67,18,540,13,3,0,10,9,617,1028040693,160500,1666192,845600,3700000,6360000,27908000,81000000,578,493,343,142,0,94662166,800015,8058454,5000000,65800,679500,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,65,153711277,35000,2364789,104300,230940,528500,52200000,81000000,59,42,17,3,0,9140312,63507,813550,3500000,31900,549000,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,78,154089817,25750,1975510,91400,181120,436200,46350000,81000000,70,49,17,3,0,9153757,64126,814413,3500000,31900,549000,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,539,873950876,210000,1621430,1100000,4120000,6620000,23392000,40500000,508,444,326,139,0,85508409,735889,7244041,5000000,65800,679500,7493231739372866823,https://www.tiktok.com/@itsdxnmusic/video/7493231739372866823,#spotify #fullsong #lyrics #fyp ,0.1053,0.1264,0.8736,0.1495,0.1499,0.8501,high,top_20pct_reach,7.370766,middle_40_70pct_reach,6.575637,middle_40_70pct_reach,6.546835,True,-2
