project_id,project_name,project_name_en,list_type,category,label_likely_relevant_rows,label_needs_review_rows,label_low_relevance_rows,raw_unique_videos,raw_total_play,raw_median_play,raw_mean_play,raw_p75_play,raw_p90_play,raw_p95_play,raw_p99_play,raw_max_play,raw_videos_ge_1k,raw_videos_ge_10k,raw_videos_ge_100k,raw_videos_ge_1m,raw_zero_play_videos,raw_total_digg,raw_total_comment,raw_total_share,raw_max_digg,raw_max_comment,raw_max_share,raw_top_video_id,raw_top_video_url,raw_top_video_desc,likely_unique_videos,likely_total_play,likely_median_play,likely_mean_play,likely_p75_play,likely_p90_play,likely_p95_play,likely_p99_play,likely_max_play,likely_videos_ge_1k,likely_videos_ge_10k,likely_videos_ge_100k,likely_videos_ge_1m,likely_zero_play_videos,likely_total_digg,likely_total_comment,likely_total_share,likely_max_digg,likely_max_comment,likely_max_share,likely_top_video_id,likely_top_video_url,likely_top_video_desc,inclusive_unique_videos,inclusive_total_play,inclusive_median_play,inclusive_mean_play,inclusive_p75_play,inclusive_p90_play,inclusive_p95_play,inclusive_p99_play,inclusive_max_play,inclusive_videos_ge_1k,inclusive_videos_ge_10k,inclusive_videos_ge_100k,inclusive_videos_ge_1m,inclusive_zero_play_videos,inclusive_total_digg,inclusive_total_comment,inclusive_total_share,inclusive_max_digg,inclusive_max_comment,inclusive_max_share,inclusive_top_video_id,inclusive_top_video_url,inclusive_top_video_desc,low_unique_videos,low_total_play,low_median_play,low_mean_play,low_p75_play,low_p90_play,low_p95_play,low_p99_play,low_max_play,low_videos_ge_1k,low_videos_ge_10k,low_videos_ge_100k,low_videos_ge_1m,low_zero_play_videos,low_total_digg,low_total_comment,low_total_share,low_max_digg,low_max_comment,low_max_share,low_top_video_id,low_top_video_url,low_top_video_desc,likely_video_ratio,inclusive_video_ratio,low_relevance_video_ratio,likely_play_ratio,inclusive_play_ratio,low_relevance_play_ratio,reach_noise_risk,raw_reach_tier,raw_reach_score,likely_reach_tier,likely_reach_score,inclusive_reach_tier,inclusive_reach_score,reach_tier_changed_after_relevance_filter,raw_to_likely_tier_delta
29,藏戏,Xizang opera,RL,表演艺术(戏曲),167,101,394,651,426305888,14600,654848,216300,1100000,3200000,13600000,29500000,496,354,216,70,0,27466677,275958,2347775,2800000,33800,581500,7618553054584917261,https://www.tiktok.com/@laranaa8/video/7618553054584917261,,162,3523970,1983,21753,9109,35260,80825,398587,906900,94,36,5,0,0,165196,2586,6504,37600,259,1754,7581817395174477074,https://www.tiktok.com/@kairareo/video/7581817395174477074,A Live Stream That Ended in Horror: The Lhamo Case. #creatorsearchinsights #foryoupage #fyp #foryou #truestory ,258,82979721,2360,321627,23850,253340,1038285,4300000,28200000,158,84,38,13,0,6684609,66325,402617,1900000,23600,91900,7496793604933946679,https://www.tiktok.com/@pizza.55555/video/7496793604933946679,冰淇淋 #披薩的辣 #川渝女生 #抖音 #情侣 ,393,343326167,60800,873603,396000,1480000,4920000,14484000,29500000,338,270,178,57,0,20782068,209633,1945158,2800000,33800,581500,7618553054584917261,https://www.tiktok.com/@laranaa8/video/7618553054584917261,,0.2488,0.3963,0.6037,0.0083,0.1946,0.8054,high,middle_40_70pct_reach,7.024815,bottom_10pct_reach,5.278431,middle_40_70pct_reach,6.526507,True,-2
30,玛纳斯,Manas,RL,口头传统/史诗,90,82,254,425,421670719,78300,992166,431400,2500000,4360000,17508000,27500000,373,313,199,76,0,37633962,344256,3586563,4100000,51300,491400,7538107186161995038,https://www.tiktok.com/@michaelcj.official/video/7538107186161995038,When Cai Jun Dances Like MJ – Coolness Defined in Every Glide#caijun #michaeljacksoncaijun#michael #mj #dance #moonwalk #theydontcareaboutus ,89,101345094,24800,1138709,382200,3340000,4940000,11852000,24700000,67,48,33,20,0,10072159,56823,815400,2800000,14800,424400,7604472694184185102,https://www.tiktok.com/@manaspalaparti/video/7604472694184185102,"please ignore the ugly grandma bun        ok so quick update lol, my main talking point in this was my dress, not my terrible hair or my lack of makeup. this was filmed close to 3:21 AM after the event was over—so natura",171,121859851,47300,712631,279350,1500000,4050000,9750000,24700000,141,112,64,26,0,12188111,79168,1053663,2800000,14800,424400,7604472694184185102,https://www.tiktok.com/@manaspalaparti/video/7604472694184185102,"please ignore the ugly grandma bun        ok so quick update lol, my main talking point in this was my dress, not my terrible hair or my lack of makeup. this was filmed close to 3:21 AM after the event was over—so natura",254,299810868,127100,1180358,568950,2670000,4610000,20509000,27500000,232,201,135,50,0,25445851,265088,2532900,4100000,51300,491400,7538107186161995038,https://www.tiktok.com/@michaelcj.official/video/7538107186161995038,When Cai Jun Dances Like MJ – Coolness Defined in Every Glide#caijun #michaeljacksoncaijun#michael #mj #dance #moonwalk #theydontcareaboutus ,0.2094,0.4024,0.5976,0.2403,0.289,0.711,high,middle_40_70pct_reach,7.060531,high_20_40pct_reach,6.776523,middle_40_70pct_reach,6.802491,True,1
31,蒙古族呼麦,"Mongolian art of singing, Khoomei",RL,表演艺术(音乐),167,141,383,668,1042441489,97950,1560541,764125,3700000,6900000,27329000,81000000,582,473,332,145,0,97404604,783522,12777786,5100000,35800,1200000,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,163,257066425,63200,1577095,695250,3940000,9350000,26216000,28800000,142,110,78,31,0,29457079,219425,4557992,3300000,33300,1200000,7618062452944669982,https://www.tiktok.com/@lol_ha61/video/7618062452944669982,😂😂😂#chinesethroatsinging #funny ,297,657375344,128900,2213385,986400,4940000,10720000,29088000,81000000,268,214,156,74,0,57599721,445640,7362724,3500000,33300,1200000,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,378,398989873,68450,1055529,640125,2430000,4775000,17013000,48400000,321,265,180,73,0,40655142,343742,5532340,5100000,35800,1000000,7641989538625244423,https://www.tiktok.com/@mochalatteeeee_j/video/7641989538625244423,"belated and advance happy bday to us, my homies!🥳 #fyp #birthday #friends ",0.244,0.4446,0.5659,0.2466,0.6306,0.3827,medium,top_20pct_reach,7.383857,top_20pct_reach,7.064941,top_20pct_reach,7.34809,False,0
32,花儿,Hua'er,RL,表演艺术(民歌),56,35,371,462,326138698,16950,705928,260450,1480000,3485000,12412000,20700000,356,260,163,60,1,30950327,293766,3555082,3000000,81600,1100000,7587698504424852749,https://www.tiktok.com/@bob485518/video/7587698504424852749,what did i do to bro 😭,56,381267,383,6808,1094,7726,11422,136995,243200,16,3,1,0,0,6078,381,1049,1385,112,307,7648814634497051922,https://www.tiktok.com/@new.farmer.amin5/video/7648814634497051922,外出旅游再也不用担心花儿没水浇花，手机远程控制一样轻松浇花，No more worrying about watering your flowers while traveling; you can easily water them remotely with your phone.#Automatic watering#الري التلقائي#رأس الرش,91,22539910,1049,247691,17650,366300,1100000,3890000,11000000,47,25,13,6,0,1816982,10695,78907,901400,4891,25400,7601485781860977940,https://www.tiktok.com/@sweendyran/video/7601485781860977940,今めっちゃバズってる中国の歌を歌ってみたよん〜🇨🇳 🎤(ピンインと日本語訳付き) 結構特徴的な歌い方でお気に入りです！♡ #弥渡山歌 #miduechoing #chinatrend  #らんらん #歌ってみた ,371,303598788,39700,818326,375200,1900000,4450000,14100000,20700000,309,235,150,54,1,29133345,283071,3476175,3000000,81600,1100000,7587698504424852749,https://www.tiktok.com/@bob485518/video/7587698504424852749,what did i do to bro 😭,0.1212,0.197,0.803,0.0012,0.0691,0.9309,high,lower_70_90pct_reach,6.95414,bottom_10pct_reach,4.48095,lower_70_90pct_reach,6.210912,True,-1
33,中国朝鲜族农乐舞,Farmers' dance of China's Korean ethnic group,RL,表演艺术(舞蹈),88,64,529,679,314728435,27700,463518,145800,655540,1800000,5500000,64800000,557,410,204,49,0,28026687,416365,6227638,7700000,135700,3500000,7625496809963621654,https://www.tiktok.com/@shunlinainai2/video/7625496809963621654,#过上了好日子红红火火 #过上了好日子 #农村人的快乐生活 #农村人爱唱歌 ,88,6060528,14150,68870,49000,94330,189790,922368,2100000,68,48,8,1,0,390412,4407,8594,130700,701,2244,7534687344331410694,https://www.tiktok.com/@ibanathimpungose/video/7534687344331410694,Imagine at the age of 9 sewukwazi ukutshela your producer @Andile Didablk Sibiya ukuthi ufuna ihambe kanjani icover version 😂😂😂ikuphi okuthandayo nongakuthandi😂😂😂 yeyi ukhona we Ibanathi Mpungose😂😂😂,150,17548806,16850,116992,73875,194220,499465,2304000,2900000,122,88,26,4,0,1434248,15104,71236,584000,3486,36200,7626023699652545813,https://www.tiktok.com/@china.boys3/video/7626023699652545813,西部牛与仔 #hittheroadjack #爵士乐 #hittheroadjack舞蹈挑战 #抖音潮流舞蹈大赛 ,529,297179629,32900,561776,213500,821180,2000000,6364000,64800000,435,322,178,45,0,26592439,401261,6156402,7700000,135700,3500000,7625496809963621654,https://www.tiktok.com/@shunlinainai2/video/7625496809963621654,#过上了好日子红红火火 #过上了好日子 #农村人的快乐生活 #农村人爱唱歌 ,0.1296,0.2209,0.7791,0.0193,0.0558,0.9442,high,lower_70_90pct_reach,6.957113,lower_70_90pct_reach,5.581143,lower_70_90pct_reach,5.96558,False,0
34,中国书法,Chinese calligraphy,RL,传统手工艺/视觉艺术,408,68,228,689,1134619032,81200,1646762,832400,3500000,8600000,27768000,67300000,613,483,327,152,0,56533530,568497,4448986,2800000,37500,391200,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,402,842210064,70050,2095050,842675,4580000,11285000,38058000,67300000,352,276,183,90,0,39437765,400587,2426406,2800000,32800,344300,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,461,891454848,69400,1933742,837200,3900000,10000000,35580000,67300000,405,321,207,102,0,42185832,425743,2588081,2800000,32800,344300,7542145372022410504,https://www.tiktok.com/@wk_writer__2/video/7542145372022410504,best handwriting in the world 💕💫😇 #handwriting #trending #calligraphy #viral #foryou ,228,243164184,126600,1066510,776025,2760000,4965000,13368000,19700000,208,162,120,50,0,14347698,142754,1860905,1600000,37500,391200,7590099046388321549,https://www.tiktok.com/@dailychallenge0/video/7590099046388321549,funny challenge game #funny #challenge #game ,0.5835,0.6691,0.3309,0.7423,0.7857,0.2143,low,top_20pct_reach,7.413462,top_20pct_reach,7.384358,top_20pct_reach,7.379944,False,0
35,中国篆刻,Art of Chinese seal engraving,RL,传统手工艺,347,32,345,669,956427162,9907,1429637,158900,1700000,5760000,27824000,156700000,481,334,197,93,0,75710487,418107,13159700,21800000,109500,6100000,7584755757833325879,https://www.tiktok.com/@seal_sealion/video/7584755757833325879,#seal #sealion #fyp ,323,85411812,1159,264433,12050,126680,821180,5146000,35600000,170,87,34,14,0,1629702,10846,32888,416800,1366,9256,7022520943431929089,https://www.tiktok.com/@sendeculture/video/7022520943431929089,"Chinese seal carving: an art that has been handed down for over 3,000 years, combining calligraphy and engraving.#sealcarving #engraving#china",343,133302791,1337,388638,14100,228560,1200000,6332000,35600000,185,99,44,21,0,3480503,30376,111351,1100000,8382,46800,7022520943431929089,https://www.tiktok.com/@sendeculture/video/7022520943431929089,"Chinese seal carving: an art that has been handed down for over 3,000 years, combining calligraphy and engraving.#sealcarving #engraving#china",326,823124371,75350,2524921,743075,5200000,12375000,41750000,156700000,296,235,153,72,0,72229984,387731,13048349,21800000,109500,6100000,7584755757833325879,https://www.tiktok.com/@seal_sealion/video/7584755757833325879,#seal #sealion #fyp ,0.4828,0.5127,0.4873,0.0893,0.1394,0.8606,high,top_20pct_reach,7.378056,middle_40_70pct_reach,6.510782,middle_40_70pct_reach,6.647019,True,-2
36,中国剪纸,Chinese paper-cut,RL,传统手工艺,325,180,198,622,706737979,35250,1136235,474725,2490000,6980000,21388000,36500000,492,370,252,112,1,44017504,400599,2545700,5000000,39100,150900,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,300,205339021,6480,684463,116050,863410,3210000,13009000,36500000,213,136,78,29,1,17751403,181146,531823,5000000,39100,69100,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,437,399890083,14500,915080,325000,2140000,5040000,12352000,36500000,327,228,156,69,1,32711564,276684,1360893,5000000,39100,86500,6943714855299943685,https://www.tiktok.com/@onlyjayus/video/6943714855299943685,Life Advice with Jayus 🤓🐝 #fyp #lifeadvice #advice #lifehacks #hacks #protip #tips #onlyjayus #bees #papercut #hiccups #gay #onlyjayus,185,306847896,107300,1658637,891300,2960000,11260000,24740000,30400000,165,142,96,43,0,11305940,123915,1184807,1200000,20500,150900,7479295047393971487,https://www.tiktok.com/@_vector_/video/7479295047393971487,How to make a spider snowflake,0.4823,0.7026,0.2974,0.2905,0.5658,0.4342,medium,high_20_40pct_reach,7.24536,high_20_40pct_reach,6.888863,top_20pct_reach,7.088578,False,0
37,中国传统木结构建筑营造技艺,Chinese traditional architectural craftsmanship for timber-framed structures,RL,传统手工艺/建筑,305,88,481,863,672167120,24600,778873,255150,1300000,2890000,14376000,83300000,645,499,301,105,2,39956647,261772,3868479,2900000,18800,1100000,7591831028256296195,https://www.tiktok.com/@ishalcncwoodart_official/video/7591831028256296195,Best CNC router machine for wood carving V #foruyou #treanding #asmr #diycrafts #Craftsmanship ,304,70719861,2740,232631,59875,407520,881375,3182000,21200000,181,122,58,13,2,3023907,21326,179367,537400,3836,36200,7178939278246956331,https://www.tiktok.com/@shelterinstitute/video/7178939278246956331,Scarf joint peg driving #timberframe #timberframing #housebuilding #homebuilding #woodworking #shelterinstitute #construction #homeownership #satisfying  #explore #handmade #home ,385,180051073,5134,467665,89300,655800,1760000,13544000,21200000,244,176,92,28,2,13070382,98818,1179668,2900000,18800,393600,7178939278246956331,https://www.tiktok.com/@shelterinstitute/video/7178939278246956331,Scarf joint peg driving #timberframe #timberframing #housebuilding #homebuilding #woodworking #shelterinstitute #construction #homeownership #satisfying  #explore #handmade #home ,478,492116047,68550,1029531,486525,1900000,3300000,16294000,83300000,401,323,209,77,0,26886265,162954,2688811,2100000,14400,1100000,7591831028256296195,https://www.tiktok.com/@ishalcncwoodart_official/video/7591831028256296195,Best CNC router machine for wood carving V #foruyou #treanding #asmr #diycrafts #Craftsmanship ,0.3523,0.4461,0.5539,0.1052,0.2679,0.7321,high,high_20_40pct_reach,7.183061,middle_40_70pct_reach,6.470498,middle_40_70pct_reach,6.737433,True,-1
38,端午节,Dragon Boat festival,RL,节庆民俗,416,187,226,792,358198018,7050,452270,137675,672580,1700000,8153000,48300000,540,371,221,64,21,21688219,176416,2382513,2400000,11100,1100000,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,388,111202009,3120,286603,57500,359350,729770,3065000,48300000,226,150,81,16,13,3776676,41628,171578,656100,7551,22100,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,568,215263996,4309,378986,83075,440220,1100000,4832000,48300000,365,239,132,32,18,9236981,92281,488759,1400000,9816,136700,7378664738378517806,https://www.tiktok.com/@art6859/video/7378664738378517806,端午安康#dominoeffect #domino #foryou ,224,142934022,32200,638098,375600,1500000,2985000,10239000,16900000,175,132,89,32,3,12451238,84135,1893754,2400000,11100,1100000,7506532829501639944,https://www.tiktok.com/@baby_bear19999/video/7506532829501639944,the silence is too loud #blowthisup #xybca #xybca #blowthisup #fyp #roblox #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #viralvideo #fyp #fyp #fyp #fyp #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #fyp ,0.4899,0.7172,0.2828,0.3104,0.601,0.399,medium,lower_70_90pct_reach,6.946025,middle_40_70pct_reach,6.596426,middle_40_70pct_reach,6.780202,True,1
39,妈祖信俗,Mazu belief and customs,RL,民俗信仰,222,18,220,456,286145813,30200,627513,306300,1200000,2300000,11725000,33600000,354,282,172,55,1,19547814,214164,903039,2100000,31500,187900,7083716709554736385,https://www.tiktok.com/@mazzu777/video/7083716709554736385,허허.🤔 #김준호 #마쭈 #mazzu #cat #추천 #추천떠라 #fyp #comedy #tiktokcomedy #웃긴영상 #틱톡순삭 #viral #xyzbca #이어찍기 @junya1gou,219,68236788,8595,311584,102100,730280,1740000,4346000,10600000,149,107,57,18,0,5186427,58094,184287,1200000,13300,63200,7349714092636114218,https://www.tiktok.com/@mazufashion/video/7349714092636114218,Dickies men’s cargo pants 😍 #mazufashion  #fyp #foryou #ca #anaheim #oc #localclothingstore #localclothingstore #fashiontok #foryou #dickies #cargopants #onlineshopping @Dickies ,236,76653851,10600,324804,123075,798550,1800000,4295000,10600000,163,120,67,21,1,5782966,67907,219468,1200000,13300,63200,7349714092636114218,https://www.tiktok.com/@mazufashion/video/7349714092636114218,Dickies men’s cargo pants 😍 #mazufashion  #fyp #foryou #ca #anaheim #oc #localclothingstore #localclothingstore #fashiontok #foryou #dickies #cargopants #onlineshopping @Dickies ,220,209491962,82100,952236,508425,1510000,4615000,15653000,33600000,191,162,105,34,0,13764848,146257,683571,2100000,31500,187900,7083716709554736385,https://www.tiktok.com/@mazzu777/video/7083716709554736385,허허.🤔 #김준호 #마쭈 #mazzu #cat #추천 #추천떠라 #fyp #comedy #tiktokcomedy #웃긴영상 #틱톡순삭 #viral #xyzbca #이어찍기 @junya1gou,0.4803,0.5175,0.4825,0.2385,0.2679,0.7321,high,lower_70_90pct_reach,6.915483,middle_40_70pct_reach,6.507503,middle_40_70pct_reach,6.537244,True,1
40,中国雕版印刷技艺,China engraved block printing technique,RL,传统手工艺,229,51,415,679,363578958,12300,535462,129950,916680,2220000,11576000,24400000,527,362,186,65,2,18901980,131632,1569659,2100000,12700,656700,7322759248818081055,https://www.tiktok.com/@explore.china6/video/7322759248818081055,#handcraft #handmade #fyp #learnontiktok #chineseculture ,229,62551113,7747,273149,47600,348380,907880,4976000,11400000,185,103,42,11,1,5417967,23265,114323,890200,3461,10600,7245435626198191402,https://www.tiktok.com/@aaleiyasart/video/7245435626198191402,Jaw dropping #blockprint #blockprinting #linocut #linoprintprocess #printmakingprocess #printmaking #printmaker #handmade #handcarvedstamp #artistsoftiktok #arttok #skull #jaw #skeleton ,280,80502086,6773,287507,40400,372280,1235000,5505000,11400000,203,116,49,16,1,5826162,27817,186967,890200,3461,25800,7245435626198191402,https://www.tiktok.com/@aaleiyasart/video/7245435626198191402,Jaw dropping #blockprint #blockprinting #linocut #linoprintprocess #printmakingprocess #printmaking #printmaker #handmade #handcarvedstamp #artistsoftiktok #arttok #skull #jaw #skeleton ,399,283076872,26300,709466,264750,1300000,2640000,17166000,24400000,324,246,137,49,1,13075818,103815,1382692,2100000,12700,656700,7322759248818081055,https://www.tiktok.com/@explore.china6/video/7322759248818081055,#handcraft #handmade #fyp #learnontiktok #chineseculture ,0.3373,0.4124,0.5876,0.172,0.2214,0.7786,high,lower_70_90pct_reach,6.922095,middle_40_70pct_reach,6.38872,middle_40_70pct_reach,6.480394,True,1
41,昆曲,Kun Qu opera,RL,表演艺术(戏曲),320,58,305,617,230243040,4943,373165,106900,676520,1600000,8300000,24500000,473,267,160,47,0,17841451,137237,1598185,1800000,16600,818100,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運 ,265,10507062,1571,39649,4229,52760,169440,708476,1700000,165,45,18,2,0,824933,5267,29273,195900,1005,4154,7210829990177295621,https://www.tiktok.com/@opera_san_/video/7210829990177295621,Opera-senpai 💔 #welcometodemonschoolirumakun #operasan #operasenpai #opera #anime #animeedit #operaanime #irumakun #animetiktok #animefyp #animeboy #animerecommendations #fypシ #fypage #rec #аніме #операсан #едіт #kalegos,315,24025940,1753,76273,9032,148760,424380,1458000,4500000,205,75,37,5,0,2053558,27451,64126,442200,16600,7439,7398241664290082054,https://www.tiktok.com/@ineloc.1/video/7398241664290082054,A responder a @hercilioln 🇨🇳 adoro guqin MÚSICA: Upward to the moon (白无瑕) #pessoaqueouvedetudo #chinesemusic #guqin #upwardtothemoon #lanwangji ,302,206217100,40950,682838,306650,1580000,2790000,11975000,24500000,268,192,123,42,0,15787893,109786,1534059,1800000,12600,818100,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運 ,0.4295,0.5105,0.4895,0.0456,0.1044,0.8956,high,bottom_10pct_reach,6.796723,lower_70_90pct_reach,5.66164,lower_70_90pct_reach,6.041574,True,1
42,古琴艺术,Guqin and its music,RL,表演艺术(音乐),314,85,161,487,333838031,51600,685499,406950,1500000,3070000,11412000,38900000,399,309,213,69,0,25141849,255169,2004206,1800000,21800,455800,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork  ,277,124226001,38000,448469,215400,838480,1420000,4796000,38900000,221,173,108,23,0,8476160,81708,373435,991900,16600,53400,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork  ,337,189935279,44000,563606,277800,1040000,1820000,9356000,38900000,276,216,138,36,0,13446902,128260,798448,1800000,16600,188400,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork  ,150,143902752,86850,959352,858125,2910000,5110000,11034000,20200000,123,93,75,33,0,11694947,126909,1205758,1600000,21800,455800,7485060943156694303,https://www.tiktok.com/@mizdramaholic/video/7485060943156694303,The Orchid Pavilion #兰亭序 #Guzheng #古筝 #iguzheng #guzhengmaster ,0.5688,0.692,0.308,0.3721,0.5689,0.4311,medium,middle_40_70pct_reach,7.004767,high_20_40pct_reach,6.708008,middle_40_70pct_reach,6.820828,True,1
43,新疆维吾尔木卡姆艺术,Uyghur Muqam of Xinjiang,RL,表演艺术(音乐),93,59,379,519,196603306,44500,378812,225750,794400,1500000,5502000,18000000,442,351,190,38,1,13211081,237524,2836939,2400000,53100,1200000,7589712529983589653,https://www.tiktok.com/@thomastfu/video/7589712529983589653,#童年回忆 ,88,9592744,7730,109008,52125,269510,720975,1339000,1600000,66,40,17,3,0,571712,15623,34789,108800,2869,12400,7646789108911623446,https://www.tiktok.com/@kingwithqueen12/video/7646789108911623446,Allah pak mare papa ko jannat ul firdous mein alla muqam ata kare ameen suma meen#🤲🤲❤️❤️❤️😘😘😘 #true #lines🥺 #🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹 ,143,15133070,8774,105826,69550,236840,574620,1300000,1600000,105,70,30,5,0,831792,26018,47776,108800,2869,12400,7646789108911623446,https://www.tiktok.com/@kingwithqueen12/video/7646789108911623446,Allah pak mare papa ko jannat ul firdous mein alla muqam ata kare ameen suma meen#🤲🤲❤️❤️❤️😘😘😘 #true #lines🥺 #🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹 ,376,181470236,63450,482634,299025,935150,2000000,6175000,18000000,337,281,160,33,1,12379289,211506,2789163,2400000,53100,1200000,7589712529983589653,https://www.tiktok.com/@thomastfu/video/7589712529983589653,#童年回忆 ,0.1696,0.2755,0.7245,0.0488,0.077,0.923,high,bottom_10pct_reach,6.743547,lower_70_90pct_reach,5.860304,bottom_10pct_reach,5.918718,True,1
44,蒙古族长调民歌,"Urtiin Duu, traditional folk long song",RL,表演艺术(音乐),67,18,540,617,1028040693,160500,1666192,845600,3700000,6360000,27908000,81000000,578,493,343,142,0,94662166,800015,8058454,5000000,65800,679500,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,65,7254977,35000,111615,104300,230940,528500,1153056,1500000,59,42,17,1,0,372612,5716,19989,70000,1123,7357,7641278900173114637,https://www.tiktok.com/@radlizardglizard/video/7641278900173114637,"Replying to @s£n this is the only version I knew, well until yesterday. Most definitely the version I still prefer  I cut the video a little bit cause it is a three minute long song lmao so I kept it at my favorite parts",80,12831217,31100,160390,93350,263730,601395,2088000,4300000,72,51,19,2,0,926557,8995,40296,475500,2342,15200,7575850528962350358,https://www.tiktok.com/@clou11103/video/7575850528962350358,Have you heard this Chinese opera-style song? #clou #kelou #关山酒 ,537,1015209476,209200,1890520,1100000,4540000,7100000,29700000,81000000,506,442,324,140,0,93735609,791020,8018158,5000000,65800,679500,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,throat singing chicken 2  #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic ,0.1053,0.1297,0.8703,0.0071,0.0125,0.9875,high,top_20pct_reach,7.370766,lower_70_90pct_reach,5.765034,lower_70_90pct_reach,5.967397,True,-3
